id,question,reference_answer,student_answer,label
PC.Q2.SBJ48.L2.SA89,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,bulb b is not in the same path with bulbs a and c.,0
PC.Q2.SBJ7.L2.SA87,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,"there is still a closed path that contains the battery, bulb a, and bulb c",0
PC.Q2.SBJ8.L2.SA90,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,C is not within the same path as B,2
PC.Q2.SBJ8.L2.SA91,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,idk,4
PC.Q2.SBJ8.L2.SA92,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,"I don""t understand",4
PC.Q2.SBJ8.L2.SA93,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,I did,4
PC.Q2.SBJB1.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,They are all on different closed paths and there will be no gap in between them,0
PC.Q2.SBJB10.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,because a and c are still in a closed circuit,1
PC.Q2.SBJB11.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,Bulbs A and C are in separate closed paths that have a battery source,0
PC.Q2.SBJB12.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,bulb a and bulb c would still be in a closed path with the battery,0
PC.Q2.SBJB13.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,There will still be a closed path containing bulb A and C with the battery.,0
PC.Q2.SBJB15.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,because A and C still have a connection to the battery,2
PC.Q2.SBJB16.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,seperate paths,2
PC.Q2.SBJB17.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,there is still a closed path forbulb A and C,0
PC.Q2.SBJB18.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,b is in its own closed pathway,0
PC.Q2.SBJB19.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,because bulb b is not in the same path as bulb a or c,0
PC.Q2.SBJB2.L2.SA80,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,They are still in path with battery,0
PC.Q2.SBJB20.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,When one bulb burns out the rest burn out.,1
PC.Q2.SBJB21.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,on seperate circuits,1
PC.Q2.SBJB24.L2.SA82,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,different paths,2
PC.Q2.SBJB25.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,A and C are not in the same path as B.,0
PC.Q2.SBJB26.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,Bulbs A and C will still be on their own completed circuts.,0
PC.Q2.SBJB27.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,they will still be contained in closed circuits with the battery,1
PC.Q2.SBJB28.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,There are other closed path without bulb B,2
PC.Q2.SBJB29.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,because each bulb has its own pathway,0
PC.Q2.SBJB3.L2.SA82,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,they are not on teh same path,2
PC.Q2.SBJB30.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,bulbs a and c are still contained in a closed path with the battery.,0
PC.Q2.SBJB31.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,because bulb a and c will still be in a closed path with the battery,0
PC.Q2.SBJB32.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,"Because it didn""t cause a gap",1
PC.Q2.SBJB34.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,Bulb A and bulb C are still on a closed path that contains the battery.,0
PC.Q2.SBJB35.L2.SA80,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,"becuase bulb B is on it""s own pathway.",0
PC.Q2.SBJB36.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,If B burns out there will still be closed paths for the other 2,0
PC.Q2.SBJB37.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,It has its own path connected to the battery,2
PC.Q2.SBJB39.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,bulb B is not in the same pathway as bulbs A and C,0
PC.Q2.SBJB4.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,they are on their own closed circuits with the battery,1
PC.Q2.SBJB40.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,they will still have a contained closed path,0
PC.Q2.SBJB41.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,I guess because it is in the center.,1
PC.Q2.SBJB42.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,bulb B is not contained in the same path as bulbs A and C,0
PC.Q2.SBJB6.L2.SA78,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,They are still in a closed circuit,1
PC.Q2.SBJB7.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,They still have their own closed paths,0
PC.Q2.SBJB9.L2.SA79,Explain your reasoning.,Bulbs A and C are still in closed paths with the battery,Bulbs A and C will still be contained in a closed path to the battery.,0
PC.Q20.SBJ10.L2.SA63,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because bulbs b and c are on a closed path with the battery,0
PC.Q20.SBJ11.L2.SA61,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because bulbs b and c are in a closed path with the battery.,0
PC.Q20.SBJ12.L2.SA64,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulbs B and C are still contained in a closed path with the battery,0
PC.Q20.SBJ13.L2.SA69,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,switch x is not in the same path as bulbs b and c.,0
PC.Q20.SBJ13.L2.SA70,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,switch x is not in the same path of bulbs b and c.,0
PC.Q20.SBJ14.L2.SA63,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Because bulb B and C were contained in a closed path with the battery.,0
PC.Q20.SBJ15.L2.SA69,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because bulbs b and c were still contained in a closed path with the battery,0
PC.Q20.SBJ18.L2.SA61,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulbs b and c were in a closed path with a battery.,0
PC.Q20.SBJ19.L2.SA79,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb X was still contained in a closed path withy the batteyr,1
PC.Q20.SBJ19.L2.SA80,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb B and C was stilled contained in a closed path with the battery,0
PC.Q20.SBJ22.L2.SA65,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulb b and bulb c were still contained in a closed path with the battery,0
PC.Q20.SBJ23.L2.SA65,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb A and bulb C are in a closed path with the battery.,1
PC.Q20.SBJ23.L2.SA66,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb B and bulb C are in a closed path with the battery.,0
PC.Q20.SBJ24.L2.SA62,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,switch X does not effect bulbs B and C,2
PC.Q20.SBJ26.L2.SA63,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulbs b and c were still contained in a closed path with the battery,0
PC.Q20.SBJ28.L2.SA62,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,they were in a closed path with a battery,0
PC.Q20.SBJ29.L2.SA67,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulbs b and c and switch y are contained in a closed path with a battery,0
PC.Q20.SBJ3.L2.SA59,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because bulb b and c were still in a closed path with the battery,0
PC.Q20.SBJ30.L2.SA71,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb B and C were in a closed path with the battery,0
PC.Q20.SBJ31.L2.SA69,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulb b and c are on a  closed path with the battery,0
PC.Q20.SBJ33.L2.SA70,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,tell answer,4
PC.Q20.SBJ34.L2.SA69,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb B and C were contained in a closed path with the battery,0
PC.Q20.SBJ35.L2.SA67,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb B and C were in a closed path with a battery,0
PC.Q20.SBJ37.L2.SA62,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulb c was still contained in a closed path with the battery. bulb b was still contained in a closed path with the battery.,0
PC.Q20.SBJ38.L2.SA57,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulbs b and c were in a closed path with the battery,0
PC.Q20.SBJ39.L2.SA76,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulbs b and C were still on a closed path with the battery,0
PC.Q20.SBJ40.L2.SA70,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulb b and c were still contained in a closed path with the battery.,0
PC.Q20.SBJ42.L2.SA63,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,there was a closed path with the battery and bulbs b and c,0
PC.Q20.SBJ43.L2.SA59,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because they were in a closed path with the battery,0
PC.Q20.SBJ47.L2.SA69,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because bulbs b and c were contained in a closed path with the battery,0
PC.Q20.SBJ48.L2.SA63,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Because bulbs B and C were contained in a closed path with the battery.,0
PC.Q20.SBJ7.L2.SA59,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulbs b and c were contained in a closed path with the battery.,0
PC.Q20.SBJ8.L2.SA65,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb B and C were still contained in a closed path with tthe battery,0
PC.Q20.SBJ9.L2.SA60,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulbs b and c were in a closed paty with the battery.,0
PC.Q20.SBJB1.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulbs B and C are still contained in a closed path with the battery.,0
PC.Q20.SBJB10.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because they are still in a closed circuit,1
PC.Q20.SBJB12.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulb b and bulb c were in a closed circuit with the battery,1
PC.Q20.SBJB15.L2.SA56,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,no gaps,2
PC.Q20.SBJB16.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,they were in a closed path with the battery,0
PC.Q20.SBJB17.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,they were contained within a closed path with the battery,0
PC.Q20.SBJB18.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,yes,1
PC.Q20.SBJB2.L2.SA56,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,They were still contained in the path with the battery.,0
PC.Q20.SBJB21.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,they were still on closed paths with the battery,0
PC.Q20.SBJB22.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,iBulbs ba nd C were stil contained in a closed path with the battery,0
PC.Q20.SBJB24.L2.SA59,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,b and c were in a closed circuit,1
PC.Q20.SBJB25.L2.SA56,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,They were in the same path as switch Y.,0
PC.Q20.SBJB27.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,switch X does not affect the closed circuit of bulbs B and C,1
PC.Q20.SBJB29.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because B and C were still on a closed path with the battery,0
PC.Q20.SBJB3.L2.SA59,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,they were futher away from the connection,1
PC.Q20.SBJB32.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Because B and C were in closed paths.,2
PC.Q20.SBJB34.L2.SA56,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulbs B and C were in a closed circuit.,1
PC.Q20.SBJB36.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulb b and c was still contained in a closed path with the battery.,0
PC.Q20.SBJB38.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulbs B and C werer still contained in a closed path with the battery.,0
PC.Q20.SBJB39.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,because bulbs B and C were still in a closed path with the battery.,0
PC.Q20.SBJB4.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,both bulbs were still on a closed path connected to the battery,0
PC.Q20.SBJB41.L2.SA56,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulbs B and C were on because they were still contained in a closed path with the battery.,0
PC.Q20.SBJB5.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,bulbs b and c were still contained on a closed path with the battery,0
PC.Q20.SBJB6.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,B and C were still contained in a closed circuit with the battery,1
PC.Q20.SBJB7.L2.SA56,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,They were contained in a closed path,0
PC.Q20.SBJB9.L2.SA55,"When switch X was open and switch Y was closed, why were bulbs B and C on?",Bulb B and Bulb C were still contained in the same closed path with the battery.,Bulbs B and C were still contained in a closed path with the battery.,0
PC.Q21.SBJ10.L2.SA64,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when the switch is on a closed path with the bulb,0
PC.Q21.SBJ11.L2.SA62,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the switch and the bulb are on the same path.,0
PC.Q21.SBJ12.L2.SA65,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If the swith is contained in the same path as the bulb,0
PC.Q21.SBJ12.L2.SA66,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the switch is in the same path as the bulb,0
PC.Q21.SBJ12.L2.SA67,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the switch is in a path with the bulb,0
PC.Q21.SBJ13.L2.SA71,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the bulb and the switch are contained in the same path. then the switch affects the bulb.,0
PC.Q21.SBJ14.L2.SA64,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If it is in the same path as the bulb.,0
PC.Q21.SBJ14.L2.SA65,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If the switch and the bulb are in the same path.,0
PC.Q21.SBJ15.L2.SA70,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when the switch is closed,1
PC.Q21.SBJ15.L2.SA71,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when the path is open,1
PC.Q21.SBJ15.L2.SA72,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the switch is contained in a closed path,2
PC.Q21.SBJ19.L2.SA81,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when it is open,2
PC.Q21.SBJ19.L2.SA83,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when there is a open path,1
PC.Q21.SBJ22.L2.SA66,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when the switch is the in a closed path with the bulb,0
PC.Q21.SBJ22.L2.SA67,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,l,4
PC.Q21.SBJ23.L2.SA67,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,When the switch is in the same papth as the bulb.,0
PC.Q21.SBJ23.L2.SA68,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,When the switch is in the path of the bulb.,0
PC.Q21.SBJ24.L2.SA63,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the bulb and switch are contained in the same path,0
PC.Q21.SBJ26.L2.SA64,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the switch is in a closed path with the batter and bulb,0
PC.Q21.SBJ27.L2.SA67,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if a switch is contained in a closed path with the bulb,0
PC.Q21.SBJ28.L2.SA63,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when it is in the same path as the battery,2
PC.Q21.SBJ28.L2.SA64,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,closed path with battery,2
PC.Q21.SBJ28.L2.SA65,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,"bulb, battery, and switch are in closed path",2
PC.Q21.SBJ29.L2.SA68,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if switch and bulb are contained in the same closed path,0
PC.Q21.SBJ30.L2.SA72,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,"If the bulb and the swtich are contained in the same path, then the switch affects the bulb.",0
PC.Q21.SBJ31.L2.SA70,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when the switch is opened,2
PC.Q21.SBJ31.L2.SA71,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the open switch will open the path,2
PC.Q21.SBJ31.L2.SA72,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,opened path,2
PC.Q21.SBJ33.L2.SA71,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when the swith and bulb are in the same path as the battery,0
PC.Q21.SBJ33.L2.SA72,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,tell answer,4
PC.Q21.SBJ34.L2.SA70,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If the switch is in the same path,0
PC.Q21.SBJ34.L2.SA71,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If the switch is contained in the same path with the Bulb,0
PC.Q21.SBJ35.L2.SA68,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it is open,2
PC.Q21.SBJ35.L2.SA69,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If it is open and there is no longer a bulb in a closed path with a battery.,1
PC.Q21.SBJ36.L2.SA61,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the switch will affect a bulb if it is on the same path as the bulb,0
PC.Q21.SBJ37.L2.SA63,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it is in the same closed path,0
PC.Q21.SBJ37.L2.SA64,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the bulb is contained in a closed path with a switch,0
PC.Q21.SBJ38.L2.SA58,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if a bulb is in a closed circuit with a battery and a switch the switch will affect the bulb.,1
PC.Q21.SBJ39.L2.SA77,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when they are contained in the same path of a battery,0
PC.Q21.SBJ40.L2.SA71,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,"if a bulb and a switch are contained in the same closed path, the switch affects the bulb.",0
PC.Q21.SBJ40.L2.SA72,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,0
PC.Q21.SBJ42.L2.SA65,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the path is closed only when the switch is closed,2
PC.Q21.SBJ42.L2.SA66,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the bulb will be affected by whether or not the switch is open or closed,2
PC.Q21.SBJ42.L2.SA67,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,"if the switch is open, the path will not be closed and the bulb will be affected",0
PC.Q21.SBJ43.L2.SA60,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it leaves a gap in the path with the battery,2
PC.Q21.SBJ43.L2.SA61,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,it creates a gap in the path,2
PC.Q21.SBJ43.L2.SA62,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,an open switch contained in the path will leave a gap,2
PC.Q21.SBJ45.L2.SA62,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when the switch and the bulb are on the same path,0
PC.Q21.SBJ46.L2.SA70,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,a switch will effect a bulb if it in the closed path to the battery,2
PC.Q21.SBJ46.L2.SA72,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,path that the bulb and switch are in connects to battery,0
PC.Q21.SBJ47.L2.SA70,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when a switch and a bulb are in the same path within the closed path,1
PC.Q21.SBJ47.L2.SA71,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when a switch and bulb are whithin a closed path,1
PC.Q21.SBJ48.L2.SA64,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it is in the same path as the bulb,0
PC.Q21.SBJ7.L2.SA60,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,"if the switch and bulb are contained in the same path, the switch will affect the bulb.",0
PC.Q21.SBJ8.L2.SA66,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the bulb is in the path of an open switch,0
PC.Q21.SBJ9.L2.SA61,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if the switch is open in a path with the battery and bulb.,0
PC.Q21.SBJB1.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,When the bulb and switch are contained in the same path.,0
PC.Q21.SBJB10.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when it creates a gap in a certain path,2
PC.Q21.SBJB11.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,A switch will affect a bulb it the bulb and the switch are in the path as the battery,2
PC.Q21.SBJB12.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if switch x is open,1
PC.Q21.SBJB16.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it is open and the bulb is no longer and a closed path because it is open,2
PC.Q21.SBJB17.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If it is in a path with the bulb and battery,0
PC.Q21.SBJB18.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,yes,1
PC.Q21.SBJB2.L2.SA57,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it disrupts the path of the bulb and the battery,2
PC.Q21.SBJB20.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,When the switch is in the same path as the bulb.,0
PC.Q21.SBJB21.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,the swithch affects the bulb if it is on the same path,0
PC.Q21.SBJB22.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it is closed and contained in the same closed path with the battery,2
PC.Q21.SBJB24.L2.SA60,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if they are on the same circuit,1
PC.Q21.SBJB26.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,If it is a part of a circut that contains a bulb and a battery.,2
PC.Q21.SBJB27.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it is in the closed path with the battery,2
PC.Q21.SBJB28.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,"If the switch causes a gap in a closed path, the bulb won""t turn on",2
PC.Q21.SBJB29.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,when it disrupts a complete path,1
PC.Q21.SBJB3.L2.SA60,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,it will turn it off,3
PC.Q21.SBJB30.L2.SA56,Under what circumstances will a switch affect a bulb?,When the switch and the bulb are contained in the same path,if it is contained in the same path as the bulb and the battery.,0
